year,tweets,users,tweets:user,original tweets:user,retweets:user,unedited retweets:user,edited retweets:user,genuine @replies:user,URLs:user,users:tweets,original tweets,genuine @replies,retweets,unedited retweets,edited retweets,URLs,% original tweets,% genuine @replies,% retweets,% unedited retweets,% edited retweets,% URLs,number of current users from least active 90% (< 3 tweets),% of current users from least active 90% (< 3 tweets),number of tweets from least active 90% (< 3 tweets),% of tweets from least active 90% (< 3 tweets),number of current users from > 90% group (> 2 tweets; 1047 of 8128 users),% of current users from > 90% group (> 2 tweets; 1047 of 8128 users),tweets from > 90% group (> 2 tweets; 1047 of 8128 users),% of tweets from > 90% group (> 2 tweets; 1047 of 8128 users),number of current users from > 99% group (> 13 tweets; 94 of 8128 users),% of current users from > 99% group (> 13 tweets; 94 of 8128 users),tweets from > 99% group (> 13 tweets; 94 of 8128 users),% of tweets from > 99% group (> 13 tweets; 94 of 8128 users)
2013,15679,8128,1.92901,0.422244,0.828002,0,0.828002,0.678765,0.698081,0.5184,3432,5517,6730,,6730,5674,0.218892,0.351872,0.429237,0,0.429237,0.361885,6987,0.859621,8021,0.511576,1047,0.128814,5179,0.330314,94,0.011565,2479,0.15811


percentile,tweets,tweets:total tweets,original tweets,original tweets:tweets,@replies,@replies:tweets,genuine @replies,genuine @replies:tweets,retweets,retweets:tweets,unedited retweets,unedited retweets:tweets,edited retweets,edited retweets:tweets,URLs,URLs:tweets
users > 0% (>= 0 tweets; 6988 of 8128 users),8021,0.511576,2052,0.255828,5969,0.744172,2232,0.27827,3737,0.465902,,0,3737,0.465902,3839,0.478619
users > 90% (>= 3 tweets; 1047 of 8128 users),5179,0.330314,1129,0.217996,4050,0.782004,1908,0.368411,2142,0.413593,,0,2142,0.413593,1437,0.277467
users > 99% (>= 14 tweets; 94 of 8128 users),2479,0.15811,251,0.101251,2228,0.898749,1377,0.555466,851,0.343284,,0,851,0.343284,398,0.160549
all 8128 users,15679,1,3432,0.218892,12247,0.781108,5517,0.351872,6730,0.429237,,0,6730,0.429237,5674,0.361885


user,percentile,tweets,original tweets,% original tweets,@replies,% @replies,genuine @replies,% genuine @replies,retweets,% retweets,unedited retweets,% unedited retweets,edited retweets,% edited retweets,URLs,% URLs,@replies received,@replies received:sent tweets,genuine @replies received,% genuine @replies received,genuine @replies received:sent tweets,retweets received,% retweets received,retweets received:sent tweets,unedited retweets received,% unedited retweets received,unedited retweets received:sent tweets,edited retweets received,% edited retweets received,edited retweets received:sent tweets
 R Davis,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 fikirzamani.com,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 serdar,> 90%,3,1,0.333333,2,0.666667,1,0.333333,1,0.333333,,0,1,0.333333,1,0.333333,0,0,0,,0,,,0,,,0,0,,0
k,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Dilara Deşen,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
L,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Harold Nikiforakis,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
m,none,0,0,,,,0,,,,,,0,,,,5,,5,1,,0,0,,0,0,,0,0,
 HBR,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 T.C Berat Yusuf BAŞ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 sercanbuyer,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Orhun Ozan,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
R,none,0,0,,,,0,,,,,,0,,,,11,,11,1,,0,0,,0,0,,0,0,
 ✨Tanya✨,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
t,none,0,0,,,,0,,,,,,0,,,,3,,1,0.333333,,2,0.666667,,0,0,,2,0.666667,
 zynp aydmr,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,1,0.333333,0,0,0,,0,,,0,,,0,0,,0
ferhanpferi,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Altan Alpay,> 90%,5,0,0,5,1,1,0.2,4,0.8,,0,4,0.8,5,1,0,0,0,,0,,,0,,,0,0,,0
 Özden Güzhan#AK,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Özgür Adam,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 sönmez ahmet,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Snapdragon,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
salimuslu_,none,0,0,,,,0,,,,,,0,,,,9,,8,0.888889,,1,0.111111,,0,0,,1,0.111111,
z,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
 Muhammed,> 90%,3,2,0.666667,1,0.333333,1,0.333333,,0,,0,0,0,2,0.666667,0,0,0,,0,,,0,,,0,0,,0
 Elif Taner,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
nevizadeakdeniz,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 mustafa doğan ,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Nafees Takar,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 yelda kabadayı,> 90%,4,0,0,4,1,4,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 erol yılmaz,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
akkadinkcekmece,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Cengiz ÇELİK,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
Angelopouloos,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 nurettin bektaş,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,,0,0,0,0,,0,,,0,,,0,0,,0
Allison_Good1,none,0,0,,,,0,,,,,,0,,,,3,,2,0.666667,,1,0.333333,,0,0,,1,0.333333,
 mehmet esbah,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 PALA DIŞINDA HERŞEY,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
AKParti_Haber,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
  Hasan,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
dearvural,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Serxwebûn Azad,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 vidyaswaroop saxena,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
rogerlsimon,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
 Halilİbrahim Güloğlu,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
PersephoneBooks,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 abdullah taha alqurs,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Мали Сале,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Rashad Sablooh,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
RT_Erdo,none,0,0,,,,0,,,,,,0,,,,53,,53,1,,0,0,,0,0,,0,0,
 Taha Deveci,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 #TC★ MKA&1923 ©,> 90%,6,4,0.666667,2,0.333333,1,0.166667,1,0.166667,,0,1,0.166667,1,0.166667,0,0,0,,0,,,0,,,0,0,,0
 Hasan Fehmi ÖZBEK,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 kadriye ersöz,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 T.C.VatanseverBekir ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
TC,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
Hobo_Convention,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 Bel Trew - بل ترو,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
my_ghosts,none,0,0,,,,0,,,,,,0,,,,11,,4,0.363636,,7,0.636364,,0,0,,7,0.636364,
 İİBF KADRO ÖZLEMİ,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 halil demirbağ,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 rftark,> 90%,10,0,0,10,1,10,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
ti,none,0,0,,,,0,,,,,,0,,,,3,,0,0,,3,1,,0,0,,3,1,
 filiz gündüz,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Mahmut ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 HRpufy,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 J J Lloyd ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
gokayotyam,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 AYLA TOPÇUOĞLU #AK,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Dan Garrett,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
coldplay,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
fatosgurkan,none,0,0,,,,0,,,,,,0,,,,5,,5,1,,0,0,,0,0,,0,0,
brkaykt,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 TC gokhan bektas,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Muhammed FurkanURGAN,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
Akkadinistanbul,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 ibrahim YILMAZ,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Ozan Can Karahan,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 espie philippe,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
Kardelenteacher,none,0,0,,,,0,,,,,,0,,,,36,,0,0,,36,1,,0,0,,36,1,
 İsmail Laço,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
muratgunestekin,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
erdogan_aleyna,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Ali Firat(ROJAVA),> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ∞ Recep 4 Öztürk ∞,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Gülizar Keser,> 90%,5,0,0,5,1,2,0.4,3,0.6,,0,3,0.6,1,0.2,0,0,0,,0,,,0,,,0,0,,0
 Aycan Bayhan,> 90%,3,0,0,3,1,3,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Hakan Şükür,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 eRSIn,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ethnic-conflict.info,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Petrit Selimi*,> 90%,4,1,0.25,3,0.75,2,0.5,1,0.25,,0,1,0.25,,0,0,0,0,,0,,,0,,,0,0,,0
nihatari93,none,0,0,,,,0,,,,,,0,,,,12,,0,0,,12,1,,0,0,,12,1,
 Sveta Matic,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Kenneth Andresen,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Furkan Soytürk,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
myfairobserver,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Sevcan,> 90%,12,3,0.25,9,0.75,8,0.666667,1,0.0833333,,0,1,0.0833333,2,0.166667,0,0,0,,0,,,0,,,0,0,,0
 Gabe Hayes,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
elekrad,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
Fehim_Isik,none,0,0,,,,0,,,,,,0,,,,3,,1,0.333333,,2,0.666667,,0,0,,2,0.666667,
 Zümra Hüsmen,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 k.mutlukan,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Hüseyin Aygün,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
morhipopotam,none,0,0,,,,0,,,,,,0,,,,13,,0,0,,13,1,,0,0,,13,1,
 İSMAİL TANRIÖVEN,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Ali Nizamoglu,> 90%,6,0,0,6,1,2,0.333333,4,0.666667,,0,4,0.666667,,0,0,0,0,,0,,,0,,,0,0,,0
 Öteki Taraftan Biri,> 90%,3,0,0,3,1,3,1,,0,,0,0,0,2,0.666667,0,0,0,,0,,,0,,,0,0,,0
 Serhat Demir,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Deniz,> 90%,9,2,0.222222,7,0.777778,0,0,7,0.777778,,0,7,0.777778,6,0.666667,0,0,0,,0,,,0,,,0,0,,0
 Çağrı_Metin,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 akgenckcekmecehib,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Legio VI Ferrata,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,2,1,0,0,0,,0,,,0,,,0,0,,0
 Patronlar Dünyası,> 90%,3,0,0,3,1,3,1,,0,,0,0,0,3,1,0,0,0,,0,,,0,,,0,0,,0
 Rahim AKBULUT,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
TurkKick,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 tuncay taskin,> 0%,2,2,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Mehmet Bacanak,> 0%,2,0,0,2,1,1,0.5,1,0.5,,0,1,0.5,,0,0,0,0,,0,,,0,,,0,0,,0
 Fatih Serhat Açıkgöz,> 0%,2,0,0,2,1,1,0.5,1,0.5,,0,1,0.5,,0,0,0,0,,0,,,0,,,0,0,,0
ianarchiebeck,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 cyd© ist,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Rebecca Bynum,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
BuGedikli,none,0,0,,,,0,,,,,,0,,,,5,,2,0.4,,3,0.6,,0,0,,3,0.6,
 S. Korkmaz ,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
ivedihaber,none,0,0,,,,0,,,,,,0,,,,5,,0,0,,5,1,,0,0,,5,1,
klas34gs,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
__horus098661__,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
mehmetay01,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
fbxyfky_,none,0,0,,,,0,,,,,,0,,,,4,,2,0.5,,2,0.5,,0,0,,2,0.5,
KitleHaber,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 TİKA Kosova,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Miko,> 0%,2,1,0.5,1,0.5,0,0,1,0.5,,0,1,0.5,,0,0,0,0,,0,,,0,,,0,0,,0
 Mert Mollaahmetoglu,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Mini ميني,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 emel  görün,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
KristenBoonee81,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 erkan uygun,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Burcu Cekmece,> 0%,2,2,1,,0,0,0,,0,,0,0,0,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 ozcan barak,> 99%,23,0,0,23,1,23,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 İsveç-Türkiye Hattı,> 0%,2,2,1,,0,0,0,,0,,0,0,0,2,1,0,0,0,,0,,,0,,,0,0,,0
 Ege Berber,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 AhmtErkn,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 SonHaberler.com,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 nur seçil,> 90%,7,0,0,7,1,4,0.571429,3,0.428571,,0,3,0.428571,,0,0,0,0,,0,,,0,,,0,0,,0
 Fatih Ateşoğlu ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
nizamogluali,none,0,0,,,,0,,,,,,0,,,,6,,0,0,,6,1,,0,0,,6,1,
Arsipeli,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
UN,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
amenokrom,none,0,0,,,,0,,,,,,0,,,,13,,0,0,,13,1,,0,0,,13,1,
 Tivitsavar ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
KOSOVA,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
 Mike Burnstein,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Ad van Oosten,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Selcuk Islamoglu,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 eşref bölümcü,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Bakanlar Kurulu,> 90%,4,0,0,4,1,0,0,4,1,,0,4,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Bursa hakimiyet,> 90%,3,3,1,,0,0,0,,0,,0,0,0,3,1,0,0,0,,0,,,0,,,0,0,,0
 Erdoğan,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Haber Mecmuası,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Halil Buz,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Yusra Efe,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 /RAED #HandsOffSyria,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Paul Rockower,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Gülnur Pekerكولنور,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 berklin,> 0%,2,1,0.5,1,0.5,1,0.5,,0,,0,0,0,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 Emrullah Yolal ,> 90%,3,0,0,3,1,3,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
Atasoylu,none,0,0,,,,0,,,,,,0,,,,5,,0,0,,5,1,,0,0,,5,1,
sehr_isevda,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Syria Scope Network,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Haber Merkezi,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,3,1,0,0,0,,0,,,0,,,0,0,,0
 Marwa Thabet,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Caner Tekelioğlu,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Felipe Marra,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 AKÇetin ,> 90%,5,0,0,5,1,0,0,5,1,,0,5,1,3,0.6,0,0,0,,0,,,0,,,0,0,,0
 Andrew Stuttaford,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Merkel's Cell Phone,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Alpo,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 şahdamarı,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
aselim71,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Emre Bitiş ,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 eren erbay,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Cemal ERİP,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Hepimiz Biriz,> 90%,3,3,1,,0,0,0,,0,,0,0,0,3,1,0,0,0,,0,,,0,,,0,0,,0
iskurr,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 kcgc,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 احمد الهيزعي,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 süleyman kumaş,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ERDOĞ4N,> 90%,3,3,1,,0,0,0,,0,,0,0,0,3,1,0,0,0,,0,,,0,,,0,0,,0
 ceylan ozbudak,> 90%,5,5,1,,0,0,0,,0,,0,0,0,1,0.2,0,0,0,,0,,,0,,,0,0,,0
 Srinadh Kothawade,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
ThatKid,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Cem Erdoğan,> 90%,5,1,0.2,4,0.8,4,0.8,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
nrnblgn,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 Nermin Emrah,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 özge erdoğan,> 90%,4,3,0.75,1,0.25,1,0.25,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 B4lk4n Erol #AST,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Iva Skjei,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Özz_ONU®,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
Valimutlu,none,0,0,,,,0,,,,,,0,,,,23,,23,1,,0,0,,0,0,,0,0,
 M.Mert〽️,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Melissa Basut,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 T.C. Hasbiye,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Cüneyd Er,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Türk,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
kardelencesine,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
